timestamp,hrv_index,decoherence_marker,audit_id
2025-01-01 00:00:00,0.0019622729952222724,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-01 01:00:00,-0.0017234864290384688,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-01 02:00:00,0.0030063309510270017,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-01 03:00:00,0.001426789787002888,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-01 04:00:00,0.0006651662458834088,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-01 05:00:00,0.008623886663932927,1,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-01 06:00:00,0.0036486967820684984,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-01 07:00:00,-0.001027192707561197,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-01 08:00:00,-0.002519154130306546,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-01 09:00:00,0.0010417925025226955,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-01 10:00:00,0.003865053078428937,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-01 11:00:00,-0.0011539394853754162,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-01 12:00:00,-0.0008683209450676187,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-01 13:00:00,-0.0015928434368804648,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-01 14:00:00,0.0012125558276000323,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-01 15:00:00,-0.00028286925686598166,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-01 16:00:00,0.00027489751577302896,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-01 17:00:00,0.0006491260823432937,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-01 18:00:00,0.002136246865916471,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-01 19:00:00,-0.0007511554929033326,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-01 20:00:00,-0.004571567745380604,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-01 21:00:00,-0.005336409793018341,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-01 22:00:00,0.0008970395857933488,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-01 23:00:00,0.001471934932677911,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-02 00:00:00,0.004041492754901687,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-02 01:00:00,0.0028651899115967397,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-02 02:00:00,-0.00026070671185320646,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-02 03:00:00,-0.0003273581303823844,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-02 04:00:00,-0.0023828511687950834,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-02 05:00:00,0.0011426575269739968,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-02 06:00:00,0.0007185790154304161,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-02 07:00:00,-0.0027395273033729356,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-02 08:00:00,-0.0045640106671946245,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-02 09:00:00,-1.9204500688925312e-05,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-02 10:00:00,0.0005024579022631539,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-02 11:00:00,0.00104533108804909,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-02 12:00:00,-0.005166116917522225,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-02 13:00:00,-0.001317133082490929,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-02 14:00:00,0.0032456376608867845,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-02 15:00:00,-0.00247721038144534,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-02 16:00:00,1.0693024755690107e-05,0,WAGH-SOLAR-2026-SPANDA-BIO
2025-01-02 17:00:00,-0.0042829993453438586,0,WAGH-SOLAR-2026-SPANDA-BIO
