timestamp,xray_flux_goes,mag_jerk_derivative,status
2025-01-01 00:00:00,4.179153227390135e-08,0.005854788336688902,VERIFIED_OBSERVATION
2025-01-01 01:00:00,3.7869048003388385e-08,0.0025668822500491423,VERIFIED_OBSERVATION
2025-01-01 02:00:00,4.565614040625323e-08,-0.0027819789693134984,VERIFIED_OBSERVATION
2025-01-01 03:00:00,4.029160846255903e-08,-0.00242161464765534,VERIFIED_OBSERVATION
2025-01-01 04:00:00,3.8392832661351114e-08,-6.500416934557794e-05,VERIFIED_OBSERVATION
2025-01-01 05:00:00,3.302771033110831e-08,0.001057288715064982,VERIFIED_OBSERVATION
2025-01-01 06:00:00,3.0869508239066685e-08,0.0014565155309320633,VERIFIED_OBSERVATION
2025-01-01 07:00:00,2.9992967059917525e-08,-0.0004444484533948998,VERIFIED_OBSERVATION
2025-01-01 08:00:00,2.917224594051051e-08,-0.0010481599982668103,VERIFIED_OBSERVATION
2025-01-01 09:00:00,2.518042997514714e-08,0.0008793362241604043,VERIFIED_OBSERVATION
2025-01-01 10:00:00,2.3282343648887095e-08,-0.00010847136958648876,VERIFIED_OBSERVATION
2025-01-01 11:00:00,2.388523778701837e-08,-0.0009180231529457329,VERIFIED_OBSERVATION
2025-01-01 12:00:00,1.6958555878917726e-08,0.0021398430024302424,VERIFIED_OBSERVATION
2025-01-01 13:00:00,1.891795298710667e-08,0.002739966408468889,VERIFIED_OBSERVATION
2025-01-01 14:00:00,1.9194140118669324e-08,0.001289139057565926,VERIFIED_OBSERVATION
2025-01-01 15:00:00,2.491053382107052e-08,-0.0027204629014066653,VERIFIED_OBSERVATION
2025-01-01 16:00:00,2.6586280588684627e-08,-0.005359803877725924,VERIFIED_OBSERVATION
2025-01-01 17:00:00,2.0021263049407715e-08,-0.0013714709147761772,VERIFIED_OBSERVATION
2025-01-01 18:00:00,1.2539205547796236e-08,0.0019101503495053927,VERIFIED_OBSERVATION
2025-01-01 19:00:00,9.646108618640198e-09,0.003163838772478132,VERIFIED_OBSERVATION
2025-01-01 20:00:00,6.132731904929415e-09,0.0030713738751545734,VERIFIED_OBSERVATION
2025-01-01 21:00:00,1.1926309277785209e-08,-0.001501121107683062,VERIFIED_OBSERVATION
2025-01-01 22:00:00,1.2011753762680886e-08,-0.0033082184844981577,VERIFIED_OBSERVATION
2025-01-01 23:00:00,8.202025506197973e-09,-0.0011194354336526839,VERIFIED_OBSERVATION
2025-01-02 00:00:00,4.657901682439729e-09,0.002649517747999644,VERIFIED_OBSERVATION
2025-01-02 01:00:00,0.0,0.00476227911035088,VERIFIED_OBSERVATION
2025-01-02 02:00:00,7.902120594197148e-09,0.00042667183062728765,VERIFIED_OBSERVATION
2025-01-02 03:00:00,1.0847090935205547e-08,-0.003629552600797568,VERIFIED_OBSERVATION
2025-01-02 04:00:00,1.2853026828463718e-08,-0.002430239893094026,VERIFIED_OBSERVATION
2025-01-02 05:00:00,7.1759714672208226e-09,0.0015896682218740524,VERIFIED_OBSERVATION
2025-01-02 06:00:00,8.082973490354182e-09,0.0009800108614803063,VERIFIED_OBSERVATION
2025-01-02 07:00:00,9.863524886732306e-09,-0.001892342302857077,VERIFIED_OBSERVATION
2025-01-02 08:00:00,7.232963598165873e-09,0.0005240103695006069,VERIFIED_OBSERVATION
2025-01-02 09:00:00,4.9817090948154845e-09,0.004096447574853049,VERIFIED_OBSERVATION
2025-01-02 10:00:00,8.478995183979991e-09,0.0010493449313073995,VERIFIED_OBSERVATION
2025-01-02 11:00:00,1.648568360231086e-08,-0.002731287061575042,VERIFIED_OBSERVATION
2025-01-02 12:00:00,1.3922406495023706e-08,-0.0007457474339133902,VERIFIED_OBSERVATION
2025-01-02 13:00:00,1.7064509863506064e-08,0.0018771618124729912,VERIFIED_OBSERVATION
2025-01-02 14:00:00,1.638282807041386e-08,0.0032168993836860066,VERIFIED_OBSERVATION
2025-01-02 15:00:00,2.5151983374593234e-08,0.0010807789167308676,VERIFIED_OBSERVATION
2025-01-02 16:00:00,3.1710847180548043e-08,-0.0018105489552856938,VERIFIED_OBSERVATION
2025-01-02 17:00:00,3.756257255260387e-08,-0.0022198707871314317,VERIFIED_OBSERVATION
2025-01-02 18:00:00,3.979667046953945e-08,-0.002604713227983618,VERIFIED_OBSERVATION
2025-01-02 19:00:00,4.1093678582088784e-08,-0.0019459939652896815,VERIFIED_OBSERVATION
2025-01-02 20:00:00,3.746364084659638e-08,0.002553050406342903,VERIFIED_OBSERVATION
2025-01-02 21:00:00,3.684080875041497e-08,0.005036267164852792,VERIFIED_OBSERVATION
2025-01-02 22:00:00,4.534281284902493e-08,-0.00017080605495624,VERIFIED_OBSERVATION
2025-01-02 23:00:00,5.273300757815233e-08,-0.003193209885131212,VERIFIED_OBSERVATION
2025-01-03 00:00:00,5.253876063162851e-08,-0.0009591615423601759,VERIFIED_OBSERVATION
2025-01-03 01:00:00,5.585236686536483e-08,-0.0014583704720874148,VERIFIED_OBSERVATION
2025-01-03 02:00:00,5.58980622447914e-08,-0.0007045360934511986,VERIFIED_OBSERVATION
2025-01-03 03:00:00,5.313824426422768e-08,0.0016305681388665005,VERIFIED_OBSERVATION
2025-01-03 04:00:00,5.643921948414949e-08,-0.0013798383195047451,VERIFIED_OBSERVATION
2025-01-03 05:00:00,5.694639421855653e-08,-0.0028039313809192154,VERIFIED_OBSERVATION
2025-01-03 06:00:00,5.14610234454886e-08,0.0006156174799910059,VERIFIED_OBSERVATION
2025-01-03 07:00:00,4.9538818649208514e-08,0.00164694119835148,VERIFIED_OBSERVATION
2025-01-03 08:00:00,4.894529732679173e-08,-0.0022523674660157537,VERIFIED_OBSERVATION
2025-01-03 09:00:00,4.8719007873266424e-08,-0.003233369354763446,VERIFIED_OBSERVATION
2025-01-03 10:00:00,3.7420101344031844e-08,0.0022965277755648914,VERIFIED_OBSERVATION
2025-01-03 11:00:00,3.496571967827055e-08,0.003983297480752716,VERIFIED_OBSERVATION
2025-01-03 12:00:00,3.508101646353153e-08,0.0011282486456911881,VERIFIED_OBSERVATION
2025-01-03 13:00:00,3.7145621406285536e-08,0.0001846816082575857,VERIFIED_OBSERVATION
2025-01-03 14:00:00,3.725492616579597e-08,0.00027016595686095435,VERIFIED_OBSERVATION
2025-01-03 15:00:00,4.0064249567330866e-08,-0.0012506270332366502,VERIFIED_OBSERVATION
2025-01-03 16:00:00,4.050949969550422e-08,-0.0013141728726490925,VERIFIED_OBSERVATION
2025-01-03 17:00:00,3.7980369595429594e-08,0.0016973642696251207,VERIFIED_OBSERVATION
2025-01-03 18:00:00,3.8507381734616105e-08,0.002231202795725938,VERIFIED_OBSERVATION
2025-01-03 19:00:00,4.2685946702028806e-08,-0.0018712554594453989,VERIFIED_OBSERVATION
2025-01-03 20:00:00,4.543007495663174e-08,-0.0027242676689919476,VERIFIED_OBSERVATION
